File Name,Bitrate (kbps),Quality Category,Size (MB),Artist,Title,Album
53. The Thrillseekers - Synaesthesia (UMEK Remix).mp3,327,High Bitrate (256-400 kbps),8.04,Unknown,Unknown,Unknown
59. Ben Gold & Allen Watts - Change The World.mp3,327,High Bitrate (256-400 kbps),6.92,Unknown,Unknown,Unknown
60. Armin van Buuren & Vini Vici feat. Tribal Dance & Natalie Wamba Berry - Yama.mp3,327,High Bitrate (256-400 kbps),7.64,Unknown,Unknown,Unknown
922. Nik Kershaw - I Won't Let The Sun Go Down On Me.mp3,326,High Bitrate (256-400 kbps),7.83,Unknown,Unknown,Unknown
028. Samira - It Was Him (Radio Edit).mp3,326,High Bitrate (256-400 kbps),8.37,Unknown,Unknown,Unknown
042. Chaka Khan - I Feel For You.mp3,326,High Bitrate (256-400 kbps),8.48,Unknown,Unknown,Unknown
664. Julian Lennon - Too Late For Goodbyes.mp3,326,High Bitrate (256-400 kbps),8.33,Unknown,Unknown,Unknown
584. I Santo California - Maledetto Cuore.mp3,326,High Bitrate (256-400 kbps),7.81,Unknown,Unknown,Unknown
399. Dschinghis Khan - Dschinghis Khan.mp3,326,High Bitrate (256-400 kbps),7.36,Unknown,Unknown,Unknown
36. Alessandro Mara - Basta.mp3,326,High Bitrate (256-400 kbps),8.47,Unknown,Unknown,Unknown
572. Hot Chocolate - It Started With A Kiss.mp3,326,High Bitrate (256-400 kbps),9.42,Unknown,Unknown,Unknown
1167. Silent Circle - Anywhere Tonight.mp3,326,High Bitrate (256-400 kbps),7.74,Unknown,Unknown,Unknown
583. I Romans - Coniglietto.mp3,326,High Bitrate (256-400 kbps),8.26,Unknown,Unknown,Unknown
124. Gazebo - I Like Chopin (Radio Edit).mp3,326,High Bitrate (256-400 kbps),8.63,Unknown,Unknown,Unknown
46 - Stars On 45 - Stars On 45 (Original Single Edit).mp3,326,High Bitrate (256-400 kbps),11.13,Unknown,Unknown,Unknown
1230. Swing Out Sister - Breakout.mp3,326,High Bitrate (256-400 kbps),8.77,Unknown,Unknown,Unknown
Vaya Con Dios - Puerto rico [2018 dim zach extended reworked club remix].mp3,326,High Bitrate (256-400 kbps),13.80,Unknown,Unknown,Unknown
1254. Technotronic Feat. Felly - Pump Up The Jam.mp3,326,High Bitrate (256-400 kbps),8.44,Unknown,Unknown,Unknown
539. Gina T. - Sayonare.mp3,326,High Bitrate (256-400 kbps),9.34,Unknown,Unknown,Unknown
122. Bangles - Manic Monday.mp3,326,High Bitrate (256-400 kbps),7.09,Unknown,Unknown,Unknown
326. David Grant & Jaki Graham - Mated.mp3,326,High Bitrate (256-400 kbps),8.90,Unknown,Unknown,Unknown
441. Esther Phillips - What A Diff'rence A Day Makes.mp3,326,High Bitrate (256-400 kbps),8.60,Unknown,Unknown,Unknown
558. Green Ice - Gigolo.mp3,326,High Bitrate (256-400 kbps),7.44,Unknown,Unknown,Unknown
086. Scooter - Call Me Manana.mp3,326,High Bitrate (256-400 kbps),9.13,Unknown,Unknown,Unknown
120. Real McCoy - Another Night (Radio Edit).mp3,326,High Bitrate (256-400 kbps),9.29,Unknown,Unknown,Unknown
1199. Spandau Ballet - Gold.mp3,326,High Bitrate (256-400 kbps),9.02,Unknown,Unknown,Unknown
047. The Flirts - Passion.mp3,326,High Bitrate (256-400 kbps),8.22,Unknown,Unknown,Unknown
621. Jermaine Stewart - Say It Again.mp3,326,High Bitrate (256-400 kbps),8.92,Unknown,Unknown,Unknown
452. F.R. David - Words.mp3,326,High Bitrate (256-400 kbps),8.20,Unknown,Unknown,Unknown
1232. Sydney Youngblood - Sit And Wait.mp3,326,High Bitrate (256-400 kbps),9.11,Unknown,Unknown,Unknown
391. Dr. Alban - It's My Life.mp3,326,High Bitrate (256-400 kbps),9.31,Unknown,Unknown,Unknown
725. Labelle - Lady Marmelade.mp3,326,High Bitrate (256-400 kbps),7.56,Unknown,Unknown,Unknown
057. Michael Bedford - Tonight.mp3,326,High Bitrate (256-400 kbps),8.03,Unknown,Unknown,Unknown
016. Haddaway - What About Me .mp3,326,High Bitrate (256-400 kbps),9.56,Unknown,Unknown,Unknown
27 - Sting - Englishman In New York.mp3,326,High Bitrate (256-400 kbps),10.42,Unknown,Unknown,Unknown
067. Era - Ameno.mp3,326,High Bitrate (256-400 kbps),8.75,Unknown,Unknown,Unknown
029. Boney M. - Sunny.mp3,326,High Bitrate (256-400 kbps),9.25,Unknown,Unknown,Unknown
975. People's Choice - Do It Any Way You Wanna.mp3,326,High Bitrate (256-400 kbps),7.55,Unknown,Unknown,Unknown
929. Nu Shooz - I Can't Wait.mp3,326,High Bitrate (256-400 kbps),8.61,Unknown,Unknown,Unknown
215. C.C. Catch - Backseat Of Your Cadillac.mp3,326,High Bitrate (256-400 kbps),7.70,Unknown,Unknown,Unknown
419. Eddie Murphy - Party All The Time.mp3,326,High Bitrate (256-400 kbps),9.33,Unknown,Unknown,Unknown
15. Afrika Bambaataa Feat. UB40 - Reckless.mp3,326,High Bitrate (256-400 kbps),9.06,Unknown,Unknown,Unknown
718. Kylie Minogue - Got To Be Certain.mp3,326,High Bitrate (256-400 kbps),7.67,Unknown,Unknown,Unknown
140. Billy Idol - Hot In The City.mp3,326,High Bitrate (256-400 kbps),8.42,Unknown,Unknown,Unknown
858. Milli Vanilli - Girl You Know It's True.mp3,326,High Bitrate (256-400 kbps),9.83,Unknown,Unknown,Unknown
146. Billy Paul - Thanks For Saving My Life.mp3,326,High Bitrate (256-400 kbps),6.89,Unknown,Unknown,Unknown
71 - Alphaville - Big in Japan.mp3,326,High Bitrate (256-400 kbps),11.12,Unknown,Unknown,Unknown
965. Paul Hardcastle - Nineteen.mp3,326,High Bitrate (256-400 kbps),8.46,Unknown,Unknown,Unknown
1133. Scotch - Delirio Mind.mp3,326,High Bitrate (256-400 kbps),9.77,Unknown,Unknown,Unknown
142. Suzanne Vega - Luka.mp3,326,High Bitrate (256-400 kbps),8.99,Unknown,Unknown,Unknown
149. Delhusa Gjon - Nika Se Perimeno.mp3,326,High Bitrate (256-400 kbps),8.21,Unknown,Unknown,Unknown
613. Jason Donovan - Everyday.mp3,326,High Bitrate (256-400 kbps),7.97,Unknown,Unknown,Unknown
565. Heatwave - Boogie Nights.mp3,326,High Bitrate (256-400 kbps),8.40,Unknown,Unknown,Unknown
"134. Sonic Dream Collective - Oh, Baby All.mp3",326,High Bitrate (256-400 kbps),8.96,Unknown,Unknown,Unknown
42 - Rockwell - Somebody's Watching Me (Single Version).mp3,326,High Bitrate (256-400 kbps),9.28,Unknown,Unknown,Unknown
1105. Sandra - Around My Heart.mp3,326,High Bitrate (256-400 kbps),7.48,Unknown,Unknown,Unknown
683. Kelly Family - Who'll Come With Me (David's Song).mp3,326,High Bitrate (256-400 kbps),7.36,Unknown,Unknown,Unknown
342. Dee C Lee - Selina Wow Wow.mp3,326,High Bitrate (256-400 kbps),7.44,Unknown,Unknown,Unknown
949. Paebo Bryson & Roberta Flack - Tonight I Celebrate My Love.mp3,326,High Bitrate (256-400 kbps),8.15,Unknown,Unknown,Unknown
1395. Yazz - The Only Way Is Up.mp3,326,High Bitrate (256-400 kbps),9.26,Unknown,Unknown,Unknown
1291. The Three Degrees - Dirty Ol' Man.mp3,326,High Bitrate (256-400 kbps),7.12,Unknown,Unknown,Unknown
541. Giorgio Moroder - Reach Out.mp3,326,High Bitrate (256-400 kbps),8.71,Unknown,Unknown,Unknown
221. C.C. Catch - House Of Mystic Light (long Dance Mix Version).mp3,326,High Bitrate (256-400 kbps),9.69,Unknown,Unknown,Unknown
35. Aleph - Fire On The Moon.mp3,326,High Bitrate (256-400 kbps),7.79,Unknown,Unknown,Unknown
1184. Sly Fox - Let's Go All The Way.mp3,326,High Bitrate (256-400 kbps),9.04,Unknown,Unknown,Unknown
1393. Yaki-Da - Teaser on The Catwalk.mp3,326,High Bitrate (256-400 kbps),8.45,Unknown,Unknown,Unknown
418. Ecran total 80 - Stars De La Pub.mp3,326,High Bitrate (256-400 kbps),8.13,Unknown,Unknown,Unknown
242. Camouflage - The Great Commandment.mp3,326,High Bitrate (256-400 kbps),9.76,Unknown,Unknown,Unknown
1071. Rosie Laurens - Africa.mp3,326,High Bitrate (256-400 kbps),8.32,Unknown,Unknown,Unknown
872. Modern Talking - Don't Worry.mp3,326,High Bitrate (256-400 kbps),8.28,Unknown,Unknown,Unknown
126. Mousse T vs. Hot 'n' Juicy - Horny '98.mp3,326,High Bitrate (256-400 kbps),8.91,Unknown,Unknown,Unknown
1087. Sabrina - My Chico.mp3,326,High Bitrate (256-400 kbps),8.56,Unknown,Unknown,Unknown
630. Jimmy Nail - Love Don't Live Here Anymore.mp3,326,High Bitrate (256-400 kbps),9.14,Unknown,Unknown,Unknown
34 - Visage - Fade To Grey.mp3,326,High Bitrate (256-400 kbps),9.35,Unknown,Unknown,Unknown
1338. Tyrone Brunson - The Smurf.mp3,326,High Bitrate (256-400 kbps),8.52,Unknown,Unknown,Unknown
1094. Samantha Fox - He's Got Sex.mp3,326,High Bitrate (256-400 kbps),9.04,Unknown,Unknown,Unknown
982. Peter Kent - It's A Real Good Feeling.mp3,326,High Bitrate (256-400 kbps),9.33,Unknown,Unknown,Unknown
540. Gina T. - Tokio By Night.mp3,326,High Bitrate (256-400 kbps),8.61,Unknown,Unknown,Unknown
720. Kylie Minogue & Jason Donovan - Especially For You.mp3,326,High Bitrate (256-400 kbps),9.22,Unknown,Unknown,Unknown
375. Divine - Native Love.mp3,326,High Bitrate (256-400 kbps),8.67,Unknown,Unknown,Unknown
361. Dexy's Midnight Runners - Geno.mp3,326,High Bitrate (256-400 kbps),8.09,Unknown,Unknown,Unknown
1185. Smokie - Lay Back In The Arms Of Someone.mp3,326,High Bitrate (256-400 kbps),9.41,Unknown,Unknown,Unknown
987. Pia Zadora - Dance Out Of My Head.mp3,326,High Bitrate (256-400 kbps),8.34,Unknown,Unknown,Unknown
116. Alex C. ft. Y-Ass - Du Hast Den Schoensten Arsch Der Welt.mp3,326,High Bitrate (256-400 kbps),8.29,Unknown,Unknown,Unknown
1313. Toni Basil - Mickey.mp3,326,High Bitrate (256-400 kbps),8.94,Unknown,Unknown,Unknown
809. Marvin Gaye - Sexual Healing.mp3,326,High Bitrate (256-400 kbps),9.17,Unknown,Unknown,Unknown
8. ABBA - Take A Chance On Me.mp3,326,High Bitrate (256-400 kbps),9.49,Unknown,Unknown,Unknown
936. Oliver Cheatham - Physical Attraction.mp3,326,High Bitrate (256-400 kbps),8.63,Unknown,Unknown,Unknown
091. Smokie - Ill Need You At Midnight.mp3,326,High Bitrate (256-400 kbps),7.47,Unknown,Unknown,Unknown
1341. Ultravox - Dancing With Tears In My Eyes.mp3,326,High Bitrate (256-400 kbps),9.52,Unknown,Unknown,Unknown
131. Belouis Some - Imagination.mp3,326,High Bitrate (256-400 kbps),8.41,Unknown,Unknown,Unknown
657. Joy - Touch By Touch.mp3,326,High Bitrate (256-400 kbps),8.60,Unknown,Unknown,Unknown
506. Freddie Jackson - Rock Me Tonight.mp3,326,High Bitrate (256-400 kbps),9.45,Unknown,Unknown,Unknown
170. Boney M - Brown Girl In The Ring.mp3,326,High Bitrate (256-400 kbps),9.42,Unknown,Unknown,Unknown
1097. Samantha Fox - Nothing's Gonna Stop Me Now.mp3,326,High Bitrate (256-400 kbps),8.80,Unknown,Unknown,Unknown
60 - Daryl Hall & John Oates - Maneater.mp3,326,High Bitrate (256-400 kbps),10.57,Unknown,Unknown,Unknown
29. Albert One - Turbo Diesel.mp3,326,High Bitrate (256-400 kbps),9.17,Unknown,Unknown,Unknown
435. Enzo Belmonte - Ti Amo.mp3,326,High Bitrate (256-400 kbps),7.78,Unknown,Unknown,Unknown
473. Fancy - Long Way To Paradise.mp3,326,High Bitrate (256-400 kbps),8.92,Unknown,Unknown,Unknown
354. Den Harrow - Mad Desire.mp3,326,High Bitrate (256-400 kbps),9.49,Unknown,Unknown,Unknown
671. Kajagoogoo - Too Shy.mp3,326,High Bitrate (256-400 kbps),8.67,Unknown,Unknown,Unknown
1044. Ricchi E Poveri - Sara Perche Ti Amo.mp3,326,High Bitrate (256-400 kbps),7.44,Unknown,Unknown,Unknown
020. Ice MС - Think About the Way.mp3,326,High Bitrate (256-400 kbps),10.14,Unknown,Unknown,Unknown
1392. Yaki-Da - Show Me Love.mp3,326,High Bitrate (256-400 kbps),8.13,Unknown,Unknown,Unknown
594. Infernal - Self Control.mp3,326,High Bitrate (256-400 kbps),8.26,Unknown,Unknown,Unknown
"64. Arabesque - Hi, Hi Highway.mp3",326,High Bitrate (256-400 kbps),9.29,Unknown,Unknown,Unknown
076. X-Perience - I Don't Care.mp3,326,High Bitrate (256-400 kbps),7.79,Unknown,Unknown,Unknown
010. Backstreet Boys - Snow Me The Meaning of Bein Lonely.mp3,326,High Bitrate (256-400 kbps),9.11,Unknown,Unknown,Unknown
92. Baccara - Cara Mia.mp3,326,High Bitrate (256-400 kbps),6.94,Unknown,Unknown,Unknown
1258. Texas - I Don't Want A Lover.mp3,326,High Bitrate (256-400 kbps),9.53,Unknown,Unknown,Unknown
046. Heath Hunter - Walking On Clouds.mp3,326,High Bitrate (256-400 kbps),7.91,Unknown,Unknown,Unknown
1112. Sandra - Maria Magdalena.mp3,326,High Bitrate (256-400 kbps),9.33,Unknown,Unknown,Unknown
352. Den Harrow - Don't Break My Heart.mp3,326,High Bitrate (256-400 kbps),9.00,Unknown,Unknown,Unknown
1368. Vikki Benson - Easy Love.mp3,326,High Bitrate (256-400 kbps),9.26,Unknown,Unknown,Unknown
56. Angelo Fabiani - Canzone Italiana.mp3,326,High Bitrate (256-400 kbps),9.18,Unknown,Unknown,Unknown
101. Bad Boys Blue - Gimme Gimme Your Lovin'.mp3,326,High Bitrate (256-400 kbps),8.96,Unknown,Unknown,Unknown
562. Hazel Dean - Searchin'.mp3,326,High Bitrate (256-400 kbps),8.60,Unknown,Unknown,Unknown
038. Nina - Reason Is You.mp3,326,High Bitrate (256-400 kbps),8.16,Unknown,Unknown,Unknown
136. Vertigo - Oxygene (Radio Mix).mp3,326,High Bitrate (256-400 kbps),8.84,Unknown,Unknown,Unknown
1186. Smokie - Living Next Door To Alice.mp3,326,High Bitrate (256-400 kbps),8.06,Unknown,Unknown,Unknown
376. Divine - Shoot Your Shot.mp3,326,High Bitrate (256-400 kbps),9.57,Unknown,Unknown,Unknown
1218. Style Council - Shout To The Top.mp3,326,High Bitrate (256-400 kbps),7.83,Unknown,Unknown,Unknown
1072. Ross - Can't Take My Eyes Off You.mp3,326,High Bitrate (256-400 kbps),7.86,Unknown,Unknown,Unknown
1371. Wang Chung - Dance Hall Days.mp3,326,High Bitrate (256-400 kbps),9.26,Unknown,Unknown,Unknown
1324. Toto Cutugno - L'italiano.mp3,326,High Bitrate (256-400 kbps),9.14,Unknown,Unknown,Unknown
593. Infernal - I Won't Be Crying.mp3,326,High Bitrate (256-400 kbps),7.91,Unknown,Unknown,Unknown
807. Marsha Raven - Catch Me.mp3,326,High Bitrate (256-400 kbps),8.34,Unknown,Unknown,Unknown
652. Johnny Mathis - Gone Gone Gone.mp3,326,High Bitrate (256-400 kbps),8.40,Unknown,Unknown,Unknown
803. Marillion - Lavendar.mp3,326,High Bitrate (256-400 kbps),8.60,Unknown,Unknown,Unknown
682. Kellie Marie - Feels Like I'm In Love.mp3,326,High Bitrate (256-400 kbps),8.64,Unknown,Unknown,Unknown
1279. The Look - I Am The Beat.mp3,326,High Bitrate (256-400 kbps),7.28,Unknown,Unknown,Unknown
670. Kajagoogoo - Ooh To Be Ah.mp3,326,High Bitrate (256-400 kbps),8.46,Unknown,Unknown,Unknown
47. Amanda Lucci - Cry Out In The Night.mp3,326,High Bitrate (256-400 kbps),10.61,Unknown,Unknown,Unknown
036. Duran Duran - Girls On Film (2010 Remaster).mp3,326,High Bitrate (256-400 kbps),8.25,Unknown,Unknown,Unknown
301. Culture Club - Time (clock Of The Heart).mp3,326,High Bitrate (256-400 kbps),8.71,Unknown,Unknown,Unknown
10 - The Police - Every Breath You Take (Remastered 2003).mp3,326,High Bitrate (256-400 kbps),9.89,Unknown,Unknown,Unknown
1317. Tony Terry - Lovey Dovey.mp3,326,High Bitrate (256-400 kbps),8.28,Unknown,Unknown,Unknown
104. Ricky Martin - Private Emotion (Feat Meja).mp3,326,High Bitrate (256-400 kbps),9.41,Unknown,Unknown,Unknown
068. Masterboy - Dancin' Forever(Radio Edit).mp3,326,High Bitrate (256-400 kbps),8.98,Unknown,Unknown,Unknown
699. Kim Wilde - Cambodia.mp3,326,High Bitrate (256-400 kbps),9.22,Unknown,Unknown,Unknown
953. Passengers - Casino.mp3,326,High Bitrate (256-400 kbps),8.30,Unknown,Unknown,Unknown
092. Barcode Brothers - SMS (Radio Edit).mp3,326,High Bitrate (256-400 kbps),8.53,Unknown,Unknown,Unknown
632. Jimmy Somerville With June Miles Kingston - Comment Te Dire Adieu.mp3,326,High Bitrate (256-400 kbps),8.40,Unknown,Unknown,Unknown
059. Umberto Tozzi - Ciao Siciliano.mp3,326,High Bitrate (256-400 kbps),8.16,Unknown,Unknown,Unknown
282. Clio & Kay - Keep On Dancing.mp3,326,High Bitrate (256-400 kbps),9.54,Unknown,Unknown,Unknown
137. Arabesque - Rock Me After Midnight.mp3,326,High Bitrate (256-400 kbps),8.29,Unknown,Unknown,Unknown
474. Fancy - Lust For Life.mp3,326,High Bitrate (256-400 kbps),8.22,Unknown,Unknown,Unknown
16. Agnetha Faltskog - The Heat Is On.mp3,326,High Bitrate (256-400 kbps),8.92,Unknown,Unknown,Unknown
117. Bananarama - Robert De Niro`s Waiting.mp3,326,High Bitrate (256-400 kbps),8.09,Unknown,Unknown,Unknown
201. Brick - Dazz.mp3,326,High Bitrate (256-400 kbps),7.90,Unknown,Unknown,Unknown
148. Perpetuous Dreamer - The Sound Of Good Bye.mp3,326,High Bitrate (256-400 kbps),8.05,Unknown,Unknown,Unknown
386. Donna Summer - This Time I Know It's For Real.mp3,326,High Bitrate (256-400 kbps),8.33,Unknown,Unknown,Unknown
576. Huey Lewis & The News - Hip To Be Square.mp3,326,High Bitrate (256-400 kbps),9.48,Unknown,Unknown,Unknown
1145. Secret Service - When The Dancer You Have Loved Walks Out Of The Door.mp3,326,High Bitrate (256-400 kbps),8.91,Unknown,Unknown,Unknown
1118. Saragossa Band - Buona Sera (i Take My Chance Tonight).mp3,326,High Bitrate (256-400 kbps),8.45,Unknown,Unknown,Unknown
1326. T'pau - China In Your Hand.mp3,326,High Bitrate (256-400 kbps),9.45,Unknown,Unknown,Unknown
1113. Sandra - One More Night.mp3,326,High Bitrate (256-400 kbps),9.06,Unknown,Unknown,Unknown
1159. Shannon - Let The Music Play.mp3,326,High Bitrate (256-400 kbps),8.09,Unknown,Unknown,Unknown
58 - Bronski Beat - Smalltown Boy.mp3,326,High Bitrate (256-400 kbps),11.74,Unknown,Unknown,Unknown
1266. The Firm - Star Trekkin'.mp3,326,High Bitrate (256-400 kbps),8.34,Unknown,Unknown,Unknown
757. Limahl - Neverending Story.mp3,326,High Bitrate (256-400 kbps),8.20,Unknown,Unknown,Unknown
338. Deborah Harry - French Kissin' In The Usa.mp3,326,High Bitrate (256-400 kbps),9.76,Unknown,Unknown,Unknown
1287. The Quick - The Rhythm Of The Jungle.mp3,326,High Bitrate (256-400 kbps),9.26,Unknown,Unknown,Unknown
"429. El Pasador - Amada Mia, Amore Mio.mp3",326,High Bitrate (256-400 kbps),7.51,Unknown,Unknown,Unknown
448. F.R. David - Dirl (You Are My Song).mp3,326,High Bitrate (256-400 kbps),8.40,Unknown,Unknown,Unknown
159. Blue System - Sorry Little Sarah.mp3,326,High Bitrate (256-400 kbps),8.26,Unknown,Unknown,Unknown
1070. Rose Royce - Best Love.mp3,326,High Bitrate (256-400 kbps),8.84,Unknown,Unknown,Unknown
74. Astaire - Fire In My Heart.mp3,326,High Bitrate (256-400 kbps),8.17,Unknown,Unknown,Unknown
110. Bad Boys Blue - Pretty Young Girl.mp3,326,High Bitrate (256-400 kbps),8.30,Unknown,Unknown,Unknown
150. Olive - You're Not Alone.mp3,326,High Bitrate (256-400 kbps),9.17,Unknown,Unknown,Unknown
422. Eddy Grant - I Don't Wanna Dance.mp3,326,High Bitrate (256-400 kbps),8.57,Unknown,Unknown,Unknown
106. Magic Affair - Energy Of Ligh.mp3,326,High Bitrate (256-400 kbps),8.41,Unknown,Unknown,Unknown
389. Dr. Alban - Cash Money.mp3,326,High Bitrate (256-400 kbps),8.51,Unknown,Unknown,Unknown
021. Veronique - Jungleman.mp3,326,High Bitrate (256-400 kbps),8.20,Unknown,Unknown,Unknown
1035. Riccardo Fogli - Malinconia.mp3,326,High Bitrate (256-400 kbps),9.26,Unknown,Unknown,Unknown
"95. Baccara - Yummy, Yummy, Yummy.mp3",326,High Bitrate (256-400 kbps),8.32,Unknown,Unknown,Unknown
1233. Sylvester - Do You Wanna Funk.mp3,326,High Bitrate (256-400 kbps),9.53,Unknown,Unknown,Unknown
161. Bobby Mcferrin - Don't Worry Be Happy.mp3,326,High Bitrate (256-400 kbps),9.11,Unknown,Unknown,Unknown
903. Mr. President - Coco Jambo.mp3,326,High Bitrate (256-400 kbps),8.48,Unknown,Unknown,Unknown
61. Anita Ward - Ring My Bell.mp3,326,High Bitrate (256-400 kbps),9.00,Unknown,Unknown,Unknown
093. Spandau Ballet - To Cut A Long Story Short.mp3,326,High Bitrate (256-400 kbps),7.75,Unknown,Unknown,Unknown
005. Pet Shop Boys - Always On My Mind.mp3,326,High Bitrate (256-400 kbps),9.10,Unknown,Unknown,Unknown
1036. Riccardo Fogli - Storie Di Tutti I Giorni.mp3,326,High Bitrate (256-400 kbps),9.87,Unknown,Unknown,Unknown
1325. Toto Cutugno - Solo Noi.mp3,326,High Bitrate (256-400 kbps),9.38,Unknown,Unknown,Unknown
1340. Ultravox - All Stood Still.mp3,326,High Bitrate (256-400 kbps),8.61,Unknown,Unknown,Unknown
014. Dr Alban - Let The Beat Go On.mp3,326,High Bitrate (256-400 kbps),9.49,Unknown,Unknown,Unknown
1289. The Stranglers - Golden Brown.mp3,326,High Bitrate (256-400 kbps),8.05,Unknown,Unknown,Unknown
774. London Boys - Harlem Desire.mp3,326,High Bitrate (256-400 kbps),8.67,Unknown,Unknown,Unknown
033. Chris Norman ft. Suzi Quatro - Stumblinin.mp3,326,High Bitrate (256-400 kbps),9.06,Unknown,Unknown,Unknown
917. Nick Straker - A Walk In The Park.mp3,326,High Bitrate (256-400 kbps),9.65,Unknown,Unknown,Unknown
497. Francesco Napoli - Luna Tu.mp3,326,High Bitrate (256-400 kbps),8.17,Unknown,Unknown,Unknown
408. Duran Duran - Girls On Film.mp3,326,High Bitrate (256-400 kbps),8.16,Unknown,Unknown,Unknown
508. Freeez - I.O.U..mp3,326,High Bitrate (256-400 kbps),8.87,Unknown,Unknown,Unknown
1380. Wild Cherry - Play That Funky Music.mp3,326,High Bitrate (256-400 kbps),7.13,Unknown,Unknown,Unknown
746. Leo Sayer - More Than I Can Say.mp3,326,High Bitrate (256-400 kbps),8.65,Unknown,Unknown,Unknown
1002. Princess - Say I'm Your Number One.mp3,326,High Bitrate (256-400 kbps),8.36,Unknown,Unknown,Unknown
653. Jona Lewie - Stop The Cavalry.mp3,326,High Bitrate (256-400 kbps),6.90,Unknown,Unknown,Unknown
420. Eddy Grant - Electric Avenue.mp3,326,High Bitrate (256-400 kbps),8.77,Unknown,Unknown,Unknown
842. Michael Sembello - Maniac.mp3,326,High Bitrate (256-400 kbps),9.34,Unknown,Unknown,Unknown
698. Kim Taylor - Say You'll Be Mine.mp3,326,High Bitrate (256-400 kbps),8.18,Unknown,Unknown,Unknown
365. Diebold & Co - Still Right Here In My Heart.mp3,326,High Bitrate (256-400 kbps),9.42,Unknown,Unknown,Unknown
818. Maywood - Pasadena.mp3,326,High Bitrate (256-400 kbps),8.26,Unknown,Unknown,Unknown
"367. Digital Emotion - Get Up, Action.mp3",326,High Bitrate (256-400 kbps),7.64,Unknown,Unknown,Unknown
542. Gladys Knight & The Pips - Taste Of Bitter Love.mp3,326,High Bitrate (256-400 kbps),8.60,Unknown,Unknown,Unknown
1282. The O'jays - Back Stabbers.mp3,326,High Bitrate (256-400 kbps),7.21,Unknown,Unknown,Unknown
54. Aneka - Japanese Boy.mp3,326,High Bitrate (256-400 kbps),9.17,Unknown,Unknown,Unknown
878. Modern Talking - Locomotion Tango.mp3,326,High Bitrate (256-400 kbps),8.95,Unknown,Unknown,Unknown
